Id,MSZoning,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,Foundation,CentralAir,Electrical,SaleType,SaleCondition,PoolQC,LogSalePrice,SalePrice,test,MasVnrArea,OverallQual,OverallCond,YearRemodAdd,MSSubClass,LotFrontage,LotArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,bsmt_height,exterior_quality,exterior_condition,bsmt_condition,bsmt_exposure,bsmt_finished1,bsmt_finished2,BsmtFinishedShare,heating_quality,kitchen_quality,home_funct,fireplace_quality,fireplace_ttlscore,gar_qual,gar_cond,gar_perception,driveway,fence,full_baths,half_baths,average_quality,room_size,age,garage_perception
824,3,0,2,0,0,0,0,5,0,0,3,0,0,1,1,1,0,0,0,0,0,0,11.92503512,151000.0006,0,0,7,5,2005,160,30,3180,0,0,600,600,520,600,80,1200,2,1,2,1,4,2005,480,0,166,0,0,0,0,0,6,2006,3,1,2,3,0,1,1,0,4,2,7,0,0,3,2,6,3,0,2,1,0.795136692,300,1,2.5
825,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.37581542,237000,0,223,7,6,2003,60,44,9548,483,0,458,941,941,888,0,1829,2,1,3,1,7,2003,613,192,39,0,0,0,0,0,1,2010,3,2,2,3,0,4,1,0.513283741,4,2,7,2,2,3,2,6,3,0,3,1,-0.674839696,261.2857143,7,2.666666667
826,0,0,0,0,0,0,0,11,0,0,0,1,0,3,4,0,1,0,0,0,0,0,12.02574909,166999.9998,0,180,6,6,1964,20,100,10004,196,345,975,1516,1516,0,0,1516,1,1,3,1,6,1964,472,0,0,0,0,152,0,0,2,2009,2,1,2,3,0,2,2,0.356860158,2,1,7,0,0,3,2,6,3,0,1,1,-0.6117156,252.6666667,45,2.666666667
827,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11.84904049,139949.9993,0,136,5,6,1961,20,75,7875,572,0,572,1144,1144,0,0,1144,1,0,3,1,6,1961,456,0,0,0,0,0,0,0,9,2008,2,1,2,3,0,2,1,0.5,3,1,7,0,0,3,2,6,3,1.5,2,0,-0.407932302,190.6666667,47,2.333333333
828,0,0,0,0,0,0,0,9,0,0,0,1,0,0,3,1,1,0,0,0,0,0,11.75978554,127999.9996,0,0,4,7,1995,20,60,9600,442,0,625,1067,1067,0,0,1067,2,0,2,1,4,1996,436,290,0,0,0,0,0,0,2,2010,3,1,2,3,0,2,1,0.414245548,2,2,5,0,0,3,2,6,3,0,2,0,-0.6117156,266.75,60,2.333333333
829,1,0,2,0,0,0,0,7,0,0,0,1,0,0,0,1,2,0,0,2,0,0,11.94145585,153500.0006,0,0,5,6,1973,30,90,8100,338,0,1221,1559,1559,0,0,1559,1,0,2,1,5,1948,812,0,116,230,0,0,0,0,6,2007,2,1,2,3,0,2,1,0.216805645,3,1,5,0,0,3,2,6,3,1.5,2,0,-0.674839696,311.8,59,2.166666667
830,1,0,0,0,0,0,0,22,0,0,4,0,0,3,3,0,1,0,0,0,0,0,11.51292546,99999.9995,0,158,6,5,1973,160,21,1680,330,0,153,483,483,504,0,987,1,1,2,1,5,1973,264,0,0,0,0,0,0,0,11,2008,2,1,2,3,0,2,1,0.683229814,2,1,7,0,0,3,2,6,3,0,2,1,0.154395207,197.4,35,1.5
831,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.87756858,144000.0002,0,0,5,6,2006,20,75,9525,0,0,1099,1099,1099,0,0,1099,1,1,3,1,6,1999,352,278,0,0,0,0,0,0,6,2008,3,1,2,3,0,1,1,0,4,2,7,0,0,3,2,6,3,0,1,1,-0.403231732,183.1666667,13,1.666666667
832,0,0,0,0,0,0,0,15,0,0,0,2,0,1,1,1,1,0,0,0,0,0,11.77912851,130500.0006,0,0,5,6,1995,50,70,11767,352,0,416,768,768,432,0,1200,1,0,3,1,6,1946,240,0,0,0,0,0,0,0,5,2008,2,1,2,3,0,2,1,0.458333333,4,1,7,0,0,3,2,6,3,0,1,0,-0.977095069,200,62,1.5
833,4,0,0,1,0,0,0,23,0,0,0,0,0,2,5,1,2,1,0,0,0,0,11.8493977,139999.9998,0,0,6,8,1950,70,69.79,12155,156,0,516,672,810,672,0,1482,2,0,4,1,7,1934,400,0,0,254,0,0,0,0,3,2008,2,1,2,3,0,2,1,0.232142857,2,0,7,0,0,3,2,6,2,0,2,0,-0.309460227,211.7142857,83,1.5
834,1,0,1,0,0,0,0,7,0,0,0,0,0,1,1,1,0,0,0,0,0,0,11.96718074,157500.0004,0,0,5,8,2002,70,60,10440,0,0,650,650,958,581,0,1539,2,0,3,1,8,1983,686,70,78,68,0,0,0,0,6,2008,2,1,2,3,0,1,1,0,3,2,7,1,1,3.5,2,7,2,0,2,0,-0.674839696,192.375,104,2.166666667
835,0,0,0,0,0,0,0,11,0,0,0,5,0,3,3,0,1,0,0,0,0,0,12.07196966,174899.9998,0,183,6,7,1966,80,82,9020,312,539,276,1127,1165,0,0,1165,1,1,3,1,6,1966,490,0,129,0,0,0,0,0,5,2008,2,1,2,3,3,2,3,0.755102041,2,1,7,0,0,3.5,2.5,8.75,3,1.5,2,1,-0.403231732,194.1666667,42,2.666666667
836,0,0,0,0,0,2,0,11,3,0,2,1,0,4,7,1,1,1,0,0,0,0,11.85651517,141000.0001,0,0,5,4,1961,90,80,8000,0,0,1800,1800,1800,0,0,1800,2,0,6,2,10,1978,0,0,0,0,0,0,0,0,7,2007,2,1,2,3,0,1,1,0,4,1,7,0,0,3,2,6,3,0,2,0,-0.6117156,180,46,0
837,1,0,1,1,0,0,0,7,3,0,0,2,0,2,5,1,2,0,0,0,0,0,11.94405832,153900,0,0,5,8,1950,50,100,12665,0,0,876,876,876,540,0,1416,1,1,4,1,7,1949,720,418,0,194,0,0,0,0,6,2008,2,1,2,3,1,1,1,0,3,1,7,3,3,3,2,6,3,0,1,1,-0.564827903,202.2857143,93,2.833333333
838,0,0,0,1,0,3,0,9,4,0,0,4,0,3,3,1,1,0,0,0,0,0,12.04941884,171000.0008,0,0,5,5,1981,85,69.79,16647,1390,0,0,1390,1701,0,0,1701,2,0,3,1,6,1975,611,0,0,0,0,0,0,0,1,2007,3,1,2,3,3,3,1,1,2,1,5,2,4,3,2,6,3,0,3,0,0.795136692,283.5,32,3
839,0,0,0,0,0,0,0,12,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12.26904744,212999.999,0,137,7,5,1993,60,75,9317,513,0,227,740,1006,769,0,1775,2,1,3,1,7,1993,425,234,72,192,0,0,0,0,7,2009,3,2,2,3,0,3,1,0.693243243,4,2,7,2,2,3,2,6,3,0,3,1,-0.403231732,253.5714286,16,2.333333333
840,0,0,0,1,0,3,0,0,0,0,0,1,0,3,4,1,1,0,0,0,0,0,11.80185676,133500.0004,0,0,5,6,1972,20,36,15523,460,0,404,864,864,0,0,864,1,0,3,1,5,1972,338,0,0,0,0,0,0,0,8,2009,2,1,2,3,2,2,1,0.532407407,4,1,7,1,1,3,2,6,3,0,2,0,-0.674839696,172.8,37,1.666666667
841,0,0,0,2,1,0,0,19,0,0,0,2,0,2,5,1,2,0,0,0,0,0,12.3883942,239999.9994,0,0,6,8,1997,50,75,45600,0,0,907,907,1307,1051,0,2358,3,0,5,1,10,1908,360,486,40,0,0,175,0,0,9,2008,2,1,2,3,0,1,1,0,2,1,7,3,3,2,2,4,3,0,3,0,0.092149982,235.8,100,2.166666667
842,0,0,0,0,0,1,0,1,1,0,0,5,1,7,4,0,1,0,0,0,0,0,12.1388639,187000.0008,0,360,6,7,1994,80,80,9600,0,0,528,528,1094,761,0,1855,2,1,3,1,7,1976,512,113,100,0,0,0,0,0,8,2007,2,2,3,3,0,1,1,0,4,1,7,2,2,3,2,6,3,0,2,1,0.64977692,265,31,2.666666667
843,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,11.78676213,131499.9999,0,170,6,5,2003,120,36,4435,659,0,189,848,848,0,0,848,1,0,1,1,3,2003,420,140,0,0,0,0,0,0,11,2007,3,2,2,3,2,4,1,0.777122642,4,2,7,0,0,3,2,6,3,0,2,0,0.940496465,282.6666667,4,3
844,0,0,0,0,0,0,0,21,0,0,3,1,0,0,0,0,0,0,0,0,0,0,12.27839331,215000.0006,0,40,8,5,2003,120,69.79,3196,0,0,1273,1273,1456,0,0,1456,2,0,2,1,7,2003,400,143,20,0,0,0,0,0,5,2006,3,2,2,3,3,1,1,0,4,2,7,2,2,3,2,6,3,0,2,0,-0.320996055,208,3,3
845,0,0,0,0,0,0,0,2,0,0,0,6,0,1,1,1,1,0,0,0,0,0,12.00762171,164000.0005,0,0,7,5,1950,75,53,7128,364,0,554,918,918,728,0,1646,2,0,4,1,7,1941,240,0,0,0,0,126,0,0,8,2007,2,1,3,3,0,2,1,0.396514161,3,1,7,3,6,3,2,6,3,0.5,2,0,-0.674839696,235.1428571,66,1.5
846,0,0,0,1,0,2,0,11,0,0,0,5,0,1,3,0,1,0,0,0,0,0,11.97035031,157999.9997,0,115,6,6,1964,80,69.79,12095,564,0,563,1127,1445,0,0,1445,1,1,3,1,7,1964,645,180,0,0,0,0,0,0,8,2009,2,1,3,3,3,2,1,0.500443656,2,1,7,1,1,3,2,6,3,0.5,1,1,-0.820199468,206.4285714,45,2.666666667
847,0,0,0,0,0,0,0,9,0,0,0,1,1,2,4,1,1,0,0,0,1,0,12.04355372,170000.0007,0,0,5,4,1974,20,102,17920,306,1085,372,1763,1779,0,0,1779,1,1,3,1,6,1955,454,0,418,0,0,312,0,0,7,2006,2,1,2,3,1,3,2,0.788996029,2,1,7,3,3,3,2,6,3,0,2,1,-0.403231732,296.5,51,2.333333333
848,0,0,0,1,0,2,0,9,0,0,0,1,0,3,3,1,1,0,0,0,0,0,11.75194237,127000.0006,0,0,5,8,2010,20,69.79,6897,659,0,381,1040,1040,0,0,1040,1,1,3,1,6,1962,260,0,104,0,0,0,0,0,4,2010,2,1,3,3,0,3,1,0.633653846,4,1,7,0,0,3,2,6,3,0,2,1,-0.419468131,173.3333333,48,1.5
849,0,0,0,1,2,0,1,0,0,0,0,5,0,7,3,1,1,0,0,0,0,0,11.89818787,147000.0006,0,0,6,6,1978,80,69.79,10970,505,435,0,940,1026,0,0,1026,1,0,3,1,5,1981,576,0,0,34,0,0,0,0,10,2008,3,1,2,4,3,4,1,1,2,1,7,0,0,3,1.5,4.5,3,0.5,2,0,-0.210984263,205.2,30,2.166666667
850,0,0,0,0,0,0,0,17,0,0,0,0,0,3,3,1,0,0,0,0,0,0,12.06681058,174000.0003,0,0,6,5,1995,60,65,8125,0,0,702,702,702,779,0,1481,2,1,3,1,6,1994,343,0,36,0,0,0,0,0,3,2009,3,1,2,3,0,1,1,0,3,1,7,2,2,3,2,6,3,0,2,1,-0.274108358,246.8333333,15,3
851,0,0,0,0,0,0,0,6,0,0,0,1,0,3,3,0,1,0,0,0,5,0,11.9316358,152000,0,189,7,5,1976,20,80,10400,0,0,1090,1090,1370,0,0,1370,2,0,3,1,6,1976,479,0,0,0,0,0,0,0,6,2009,3,1,2,3,0,1,1,0,2,1,7,2,2,3,2,6,3,0.5,2,0,-0.372584323,228.3333333,33,2.666666667
852,0,0,0,1,0,2,0,6,7,0,0,0,0,3,3,0,1,0,0,0,0,0,12.4292162,250000.0008,0,220,6,7,1984,60,69.79,11029,619,0,435,1054,1512,1142,0,2654,2,1,4,1,9,1968,619,0,65,0,0,222,0,0,8,2006,2,1,2,3,1,2,1,0.587286528,2,2,7,3,3,3,2,6,3,0,3,1,0.331281259,294.8888889,38,2.333333333
853,0,0,0,0,0,2,0,2,0,0,0,2,0,2,5,1,2,0,0,0,0,0,12.15451616,189950.0003,0,0,7,8,1998,50,55,7642,0,0,912,912,912,514,0,1426,1,1,3,1,7,1925,216,0,240,0,0,0,0,0,6,2007,2,2,2,3,0,1,1,0,3,2,7,3,3,3,2,6,3,1.5,1,1,-0.403231732,203.7142857,89,1.5
854,0,0,0,0,0,0,0,9,0,0,1,1,1,7,3,1,0,0,0,0,0,0,11.78676213,131499.9999,0,0,5,4,1965,190,75,11625,841,0,198,1039,1039,0,0,1039,1,1,3,1,6,1965,504,0,0,0,0,0,0,0,4,2010,2,1,2,3,1,2,1,0.809432146,4,1,7,0,0,3,2,6,3,0,2,1,-0.419468131,173.1666667,45,2.333333333
855,0,0,0,0,0,2,0,12,0,0,0,1,1,3,4,1,0,0,0,0,0,0,11.9316358,152000,0,0,6,5,1985,20,81,9672,338,0,702,1040,1097,0,0,1097,2,0,3,1,6,1986,480,0,0,0,0,0,0,0,5,2010,3,1,2,3,0,4,1,0.325,2,1,7,0,0,3,2,6,3,1.5,2,0,-0.820199468,182.8333333,26,2.333333333
856,0,0,0,0,0,0,0,11,0,0,0,1,1,4,4,1,1,0,0,0,0,0,11.79433792,132499.9994,0,0,5,5,1959,20,70,7931,1148,0,0,1148,1148,0,0,1148,1,0,3,1,6,1959,672,0,0,0,0,0,0,0,7,2009,2,1,2,3,0,2,1,1,2,1,7,0,0,3,2,6,3,1.5,2,0,1.050508257,191.3333333,50,1.666666667
857,3,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,1,2,0,12.43153351,250580.0001,0,0,7,5,2008,20,72,8640,0,0,1372,1372,1372,0,0,1372,2,0,3,1,6,2008,529,0,140,0,0,0,0,0,5,2008,4,2,2,3,0,1,1,0,4,2,7,0,0,3,2,6,3,0,2,0,-0.820199468,228.6666667,1,3
858,0,0,0,1,0,0,0,11,0,0,0,1,0,1,1,0,1,0,0,0,0,0,11.90834024,148500.0004,0,76,5,6,1970,20,69.79,8750,828,0,174,1002,1002,0,0,1002,1,0,3,1,5,1973,902,0,0,0,0,0,0,0,8,2009,2,1,2,3,0,2,1,0.826347305,2,1,7,0,0,3,2,6,3,0.5,2,0,0.940496465,200.4,39,2.166666667
859,0,0,0,1,3,0,0,16,0,0,0,1,0,0,0,2,0,0,0,1,2,0,12.42480649,248900.0004,0,274,8,5,2007,20,67,10656,0,0,1638,1638,1646,0,0,1646,2,0,3,1,6,2007,870,192,80,0,0,0,0,0,11,2007,3,2,2,3,2,1,1,0,4,2,7,3,3,3,2,6,3,0,2,0,-1.267814614,274.3333333,1,3.333333333
860,0,0,0,0,0,2,0,9,1,0,0,1,0,0,0,1,1,0,0,0,0,0,11.76756768,128999.9996,0,0,4,5,1961,20,85,6970,932,0,108,1040,1120,0,0,1120,1,1,3,1,5,1961,544,168,0,0,0,0,0,400,5,2007,2,1,2,3,0,3,1,0.896153846,2,0,7,0,0,3,2,6,3,0,2,1,-1.12245873,224,46,2.666666667
861,0,0,0,2,0,2,0,17,1,0,0,0,0,7,4,1,4,0,0,0,0,0,12.03765399,168999.9993,0,0,5,6,1950,60,69.79,14762,0,0,0,0,1547,720,53,2320,2,0,2,1,7,1979,672,120,144,0,0,0,0,0,5,2006,0,1,2,0,0,0,0,0,3,1,7,2,2,3,2,6,2,0,2,0,0.795136692,331.4285714,58,2.333333333
862,0,0,0,0,0,0,0,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12.37158708,235999.9991,0,246,7,5,1994,60,80,9938,750,0,300,1050,1062,887,0,1949,2,1,3,1,8,1993,574,156,90,0,0,0,0,0,6,2010,3,2,2,3,0,4,1,0.714285714,4,2,7,2,2,3,2,6,3,1.5,3,1,-0.6117156,243.625,17,3
863,0,0,0,0,0,0,0,11,2,0,0,1,1,1,1,1,1,1,0,0,0,0,11.60367983,109500.0002,0,0,5,5,1962,20,60,6600,0,0,894,894,894,0,0,894,1,0,2,1,5,1962,308,0,0,0,0,0,0,0,8,2009,2,1,2,3,0,1,1,0,3,1,7,0,0,3,2,6,3,0,1,0,0.299754979,178.8,47,1.5
864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.20856953,200500.0009,0,116,6,5,1998,60,70,8750,505,0,299,804,804,878,0,1682,2,1,3,1,7,1998,523,0,77,0,0,0,0,0,6,2010,3,1,2,3,0,4,1,0.628109453,4,2,7,0,0,3,2,6,3,0,2,1,0.040561714,240.2857143,12,2.666666667
865,0,0,0,0,0,2,0,11,0,0,0,1,0,5,2,1,5,0,0,0,0,0,11.66134547,116000,0,0,5,7,1996,20,74,8892,0,0,105,105,910,0,0,910,1,0,3,1,5,1953,414,196,0,150,0,0,0,0,10,2008,2,2,2,3,2,1,1,0,3,2,7,0,0,3,2,6,3,1.5,1,0,-0.261693659,182,55,2.333333333
866,0,0,0,0,0,0,0,11,0,0,0,1,0,3,3,1,1,0,0,0,0,0,11.79810441,133000.0004,0,0,5,7,1950,40,60,12144,375,0,457,832,1036,0,232,1268,1,0,3,1,6,1949,288,0,28,0,0,0,0,0,9,2009,2,2,2,3,0,2,1,0.450721154,3,1,7,3,3,3,2,6,3,0,1,0,-0.403231732,211.3333333,60,1.666666667
867,1,0,0,0,0,0,0,7,3,0,0,2,0,2,5,1,1,0,0,0,1,0,11.10495723,66500.00022,0,0,5,6,1950,50,52,5720,0,0,676,676,676,455,0,1131,1,1,3,1,5,1941,200,26,0,0,0,0,0,0,8,2009,2,1,2,3,0,1,1,0,4,1,7,0,0,3,2,6,3,0,1,1,1.242751838,226.2,68,1.5
868,3,0,0,0,0,0,0,5,0,0,0,0,0,6,6,1,0,0,0,1,2,0,12.6230611,303476.9988,0,0,8,5,2007,60,75,9000,64,0,1120,1184,1184,1426,0,2610,2,1,4,1,11,2007,550,208,364,0,0,0,0,0,8,2007,3,2,2,3,2,4,1,0.054054054,4,3,7,3,3,3,2,6,3,0,2,1,-0.757075372,237.2727273,0,3.166666667
869,0,0,0,0,3,0,1,4,0,0,0,1,0,3,4,1,0,0,0,0,0,0,11.79244935,132250,0,0,4,5,1963,20,94,25286,633,0,431,1064,1040,0,0,1040,1,0,3,1,5,1963,648,0,0,0,0,0,0,0,1,2007,2,1,2,3,3,3,1,0.594924812,3,1,7,0,0,3,2,6,3,0,2,0,1.643483175,208,44,2.333333333
870,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,2,0,0,0,0,0,0,12.76568843,349999.9988,0,216,9,5,2005,60,74,8834,1170,0,292,1462,1462,762,0,2224,2,1,4,1,10,2004,738,184,0,0,0,0,0,0,6,2009,4,2,2,3,0,4,1,0.800273598,4,3,7,3,3,3,2,6,3,0,3,1,-0.517944095,222.4,5,3.666666667
871,0,0,0,1,0,0,0,9,0,0,0,4,0,3,3,1,1,0,0,0,0,0,11.90496755,147999.9996,0,0,5,7,1995,85,88,11782,899,0,210,1109,1155,0,0,1155,1,0,3,1,6,1987,576,192,0,0,0,0,0,400,6,2010,2,1,2,3,2,3,1,0.810640216,2,2,5,0,0,3,2,6,3,0.5,2,0,-0.053209791,192.5,49,2.166666667
872,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11.82407989,136499.9995,0,90,5,8,2005,20,69.79,7000,646,0,218,864,864,0,0,864,1,0,3,1,6,1978,336,0,0,0,0,0,0,0,7,2009,2,2,3,3,0,3,1,0.747685185,4,1,7,0,0,3,2,6,3,1.5,2,0,-0.10097247,144,31,1.666666667
873,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.96400108,156999.9993,0,0,5,5,2006,20,60,7024,980,0,110,1090,1090,0,0,1090,1,1,2,1,5,2005,450,0,49,0,0,0,0,0,6,2007,4,1,2,4,0,3,1,0.899082569,3,1,7,0,0,3,2,6,3,0,2,1,0.795136692,218,2,3
874,0,0,0,1,0,3,0,16,0,0,0,2,0,3,3,0,1,0,0,0,0,0,12.14153412,187499.9992,0,117,7,5,1991,50,44,13758,902,0,254,1156,1187,530,0,1717,2,1,3,1,7,1990,400,168,36,0,0,0,0,0,4,2007,3,2,3,3,1,1,1,0.780276817,4,2,7,2,2,3,2,6,3,0,2,1,-0.210984263,245.2857143,17,2.666666667
875,0,0,0,1,0,2,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.08953883,178000.0001,0,0,6,5,1993,60,69.79,9636,0,0,808,808,808,785,0,1593,2,1,3,1,7,1993,389,342,40,0,0,0,0,0,12,2009,3,1,2,3,0,1,1,0,3,1,7,2,2,3,2,6,3,0.5,2,1,-0.615537299,227.5714286,17,2.833333333
876,0,0,0,0,1,0,0,23,0,0,0,7,0,2,5,1,0,1,0,0,0,0,11.68266824,118500.0001,0,0,4,5,1950,75,60,6204,0,0,795,795,954,795,481,2230,1,0,5,1,10,1997,440,0,188,0,0,0,0,0,3,2006,2,2,2,2,0,1,1,0,2,1,7,0,0,3,2.5,7.5,3,0,2,0,-0.820199468,223,94,1.5
877,0,0,0,0,0,0,0,11,0,0,0,1,0,3,3,0,1,0,0,0,0,0,11.51292546,99999.9995,0,60,5,5,1967,20,65,7150,432,0,460,892,892,0,0,892,1,0,3,1,5,1967,288,0,0,0,0,0,0,0,7,2009,2,1,2,3,0,2,1,0.484304933,2,1,7,0,0,3,2,6,3,1.5,1,0,1.341227802,178.4,42,2
878,3,0,0,1,0,3,0,5,0,0,3,1,0,1,1,0,0,0,0,4,1,0,12.70350903,328899.9993,0,60,9,5,2000,120,50,5119,1238,0,460,1698,1709,0,0,1709,2,0,2,1,5,1999,506,97,65,0,0,0,0,0,1,2008,4,2,2,3,2,4,1,0.729093051,4,2,7,2,2,3,2,6,3,0,3,0,-0.403231732,341.8,9,3
879,0,0,0,0,0,2,0,11,0,0,2,1,0,1,1,0,1,0,0,0,5,0,11.88448902,144999.9998,0,122,5,5,2005,90,70,8393,528,0,1098,1626,1712,0,0,1712,2,0,4,2,8,2005,588,272,54,0,0,0,0,0,6,2006,2,1,2,3,0,1,1,0.324723247,4,1,7,0,0,3,2,6,3,0,2,0,-0.820199468,214,47,3
880,0,0,0,1,0,0,0,15,0,0,0,2,0,1,1,1,0,0,0,0,0,0,11.81672692,135500.0001,0,0,5,7,1955,50,59,16466,0,0,816,816,872,521,0,1393,1,1,3,1,8,1955,300,121,0,0,0,265,0,0,4,2008,2,1,3,3,0,1,1,0,2,1,7,0,0,3,2,6,3,0,1,1,0.685124899,174.125,53,1.666666667
881,0,0,0,1,0,0,1,11,0,0,0,1,4,2,5,1,0,0,0,0,0,0,12.49874226,268000.0001,0,0,8,6,1970,20,95,15865,351,823,1043,2217,2217,0,0,2217,2,0,4,1,8,1970,621,81,207,0,0,224,0,0,10,2007,2,2,3,4,3,3,2,0.529544429,4,2,7,2,2,3,2,6,3,0,3,0,-0.25787196,277.125,37,2.333333333
882,0,0,0,0,0,0,0,11,1,0,0,1,1,2,5,0,1,0,0,0,0,0,11.91505167,149499.9997,0,90,6,4,1953,20,128,12160,1024,0,481,1505,1505,0,0,1505,1,0,2,1,6,1953,505,0,0,0,162,0,0,0,2,2009,2,1,2,3,0,2,1,0.680398671,4,1,7,2,2,3,2,6,3,0,2,0,-0.403231732,250.8333333,56,2.666666667
883,0,0,0,0,0,2,0,11,3,0,0,2,0,1,1,1,1,0,0,0,0,0,11.7191263,122900.0005,0,0,5,7,2006,50,60,8064,0,0,672,672,672,252,0,924,1,0,3,1,6,2003,576,0,0,0,0,0,0,2000,7,2007,2,1,3,3,1,1,1,0,4,1,7,1,1,3,2,6,3,0.5,1,0,-0.466355828,154,58,2.166666667
884,0,0,0,0,0,0,0,9,0,0,0,0,1,3,3,0,1,0,0,0,0,0,12.05815252,172500.0008,0,92,6,5,1978,60,70,11184,226,500,192,918,918,765,0,1683,2,1,3,1,7,1978,440,243,0,0,0,0,0,0,7,2009,2,1,2,3,0,1,2,0.790849673,3,1,7,2,2,3,2,6,3,0,2,1,-0.674839696,240.4285714,31,2.666666667
885,0,0,0,0,0,0,0,9,0,0,0,1,1,3,3,1,1,0,0,0,0,0,11.94794938,154500.0007,0,0,6,8,2003,20,70,8414,663,0,396,1059,1068,0,0,1068,1,0,3,1,6,1963,264,192,0,0,0,0,0,0,2,2006,2,1,2,3,0,4,1,0.626062323,2,1,7,0,0,3,2,6,3,0.5,1,1,-0.564827903,178,43,2
886,0,0,0,0,0,0,0,9,2,0,0,1,0,2,4,1,0,0,0,0,0,0,12.01370075,164999.9995,0,0,5,5,1954,20,69.79,13284,1064,0,319,1383,1383,0,0,1383,1,0,3,1,6,1954,354,511,116,0,0,0,0,0,6,2008,3,1,2,3,1,2,1,0.76934201,2,1,7,3,3,3,2,6,3,1.5,2,0,-1.330942598,230.5,54,1.666666667
887,0,0,0,0,1,0,0,12,0,0,2,1,0,7,4,1,4,0,0,0,4,0,11.68568478,118857.9997,0,0,5,5,1979,90,64,7018,0,0,0,0,1535,0,0,1535,2,0,4,2,8,1979,400,0,0,0,0,0,0,0,6,2009,0,1,2,0,0,0,0,0,2,1,7,0,0,3,2,6,3,0,2,0,-0.674839696,191.875,30,2.333333333
888,0,0,0,0,0,0,0,11,0,0,0,0,1,3,3,0,1,0,0,0,0,0,11.8493977,139999.9998,0,415,6,5,1963,60,71,7056,400,0,380,780,983,813,0,1796,1,1,4,1,8,1963,483,0,50,0,0,0,0,0,10,2008,2,1,2,3,0,2,1,0.512820513,2,1,7,2,2,3,2,6,3,0,2,1,-0.548591504,224.5,45,2.666666667
889,1,0,1,0,0,0,0,13,0,0,0,1,0,2,5,1,2,1,0,0,1,0,11.57590026,106499.9996,0,0,4,6,1950,30,50,8765,285,0,666,951,951,0,0,951,1,0,2,1,6,1936,327,0,28,0,0,0,0,0,4,2006,2,1,2,3,0,3,1,0.299684543,4,1,7,0,0,3,2,6,3,0,1,0,-1.330942598,158.5,70,1.5
890,0,0,0,0,0,0,0,12,1,0,2,0,0,7,4,1,4,0,0,0,4,0,11.87027118,142952.9994,0,0,5,5,1979,90,64,7018,0,0,0,0,1120,1120,0,2240,2,0,6,2,12,1979,528,154,0,0,0,0,0,0,6,2009,0,1,2,0,0,0,0,0,2,1,7,0,0,3,2,6,3,0,2,0,1.993505116,186.6666667,30,2.166666667
891,0,0,0,1,0,0,0,10,0,0,0,1,1,0,0,2,0,0,0,1,2,0,13.32392695,611657.0019,0,760,9,5,2010,20,100,12919,2188,0,142,2330,2364,0,0,2364,2,1,2,1,11,2009,820,0,67,0,0,0,0,0,3,2010,4,3,2,3,3,4,1,0.939055794,4,3,7,3,6,3,2,6,3,0,3,1,-0.820199468,214.9090909,1,3.666666667
892,0,0,0,0,0,0,0,9,1,0,0,1,0,3,4,1,1,0,0,0,0,0,11.81303006,135000.0003,0,0,5,7,1994,20,65,6993,465,0,447,912,1236,0,0,1236,1,0,3,1,6,1961,288,0,0,0,0,0,0,0,6,2006,2,1,2,3,0,2,1,0.509868421,2,1,7,2,2,3,2,6,3,0,1,0,-0.96555924,206,45,1.666666667
893,0,0,0,1,0,0,0,11,0,0,0,1,0,3,3,1,1,0,0,0,0,0,11.60823564,109999.9995,0,0,4,6,1971,20,69.79,7340,322,0,536,858,858,0,0,858,1,0,2,1,4,1979,684,0,0,0,0,0,0,0,6,2007,2,1,2,3,0,3,1,0.375291375,2,1,7,0,0,3,2,6,3,0,1,0,-0.820199468,214.5,36,1.5
