ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,BILL_AMT2,PAY_AMT2,BILL_AMT3,PAY_AMT3,BILL_AMT4,PAY_AMT4,BILL_AMT5,PAY_AMT5,BILL_AMT6,PAY_AMT6,default.payment.next.month
15279,430000,2,2,1,47,-1,-1,-1,-1,-1,-1,1343,909,909,5319,5271,757,757,157,157,157,157,5989,0
15280,20000,2,2,1,46,1,2,2,2,0,0,10935,1000,11456,1900,13169,1000,13656,1000,14430,0,14200,8119,1
15281,2.00E+05,2,2,1,30,0,0,0,0,0,0,75014,3190,77044,4195,80096,4300,82269,5000,85093,3196,86870,3231,0
15282,290000,2,1,2,31,-2,-2,-2,-2,-2,-2,5307,4739,4739,11527,11495,15537,11214,4873,4084,26348,6348,2306,0
15283,240000,2,1,2,28,0,0,0,0,0,0,188956,7200,189678,7500,189471,6300,191623,6000,195624,6100,199259,6000,0
15284,290000,2,1,1,34,-1,-1,-1,-1,-1,-1,3412,1573,1573,11886,11859,2485,2483,1170,1170,20328,20328,375,0
15285,490000,2,1,2,41,0,0,0,0,0,0,250970,10000,255009,11547,248203,4600,101770,2000,63192,2000,64720,2000,0
15286,230000,2,1,1,39,-2,-2,-2,-2,-2,-2,970,1483,1475,1640,1636,1152,1149,335,334,460,459,553,0
15287,290000,2,2,2,26,0,0,0,0,0,0,81022,2121,59327,48345,102180,1689,58554,1516,59358,1240,45266,1211,0
15288,20000,2,3,2,28,-1,2,2,2,-1,-1,5741,0,5155,2294,5754,0,5150,1056,858,0,0,935,0
15289,3.00E+05,2,1,2,28,0,0,0,-1,-1,-2,9582,1818,6803,7217,7198,7023,6975,9383,9356,3714,3697,6546,0
15290,130000,2,2,1,48,-1,-1,-1,2,0,-1,390,390,390,1170,1170,0,780,0,390,390,390,390,1
15291,150000,2,2,1,37,0,0,0,0,0,0,119398,3459,97435,4913,98481,3929,98101,2390,97178,3052,97249,6300,0
15292,50000,2,2,1,37,0,0,0,0,0,0,35874,1600,32130,3000,34602,1477,35172,2000,27568,1500,28467,2500,0
15293,2.00E+05,2,2,1,45,-2,-2,-2,-2,-2,-2,1182,0,0,198,198,3532,3532,0,0,0,0,0,0
15294,180000,2,2,1,47,-1,-1,-1,-1,-1,0,107,825,825,7609,7609,825,825,1650,1650,0,825,8214,0
15295,3.00E+05,2,1,1,43,-1,-1,-2,-1,-1,-1,21670,0,-5,0,-5,1583,1578,1307,1307,0,0,179,0
15296,30000,2,2,3,41,1,2,2,2,2,2,8055,1500,9263,0,8973,1675,10337,0,10022,1065,10924,0,1
15297,420000,2,3,1,44,1,-1,0,0,0,-1,0,5526,5526,2000,7248,2002,7303,0,0,932,932,1861,0
15298,320000,2,2,2,42,-1,-1,-1,-1,-1,0,2920,2610,2610,9439,9433,2493,2490,2655,2655,0,1070,5682,0
15299,380000,2,1,2,31,0,0,2,0,0,0,66979,5700,70289,2500,69790,3500,71506,5000,74078,5000,77088,3400,0
15300,270000,2,3,1,43,0,0,0,0,0,0,46107,1700,42151,1700,40546,1500,36822,1100,31700,1200,29133,1200,0
15301,150000,2,2,1,40,0,0,0,0,0,0,213638,7877,190709,8069,168741,6708,170544,40502,146787,5706,149759,4860,0
15302,180000,2,2,1,46,0,0,0,0,0,0,171768,7400,164274,6100,165923,6200,169038,6543,172388,6251,165165,14614,0
15303,180000,2,2,2,29,-2,-2,-2,-2,-2,-2,2639,0,0,0,0,0,0,0,0,0,0,661,1
15304,140000,2,3,1,41,0,0,0,0,0,0,114133,10000,122191,8000,128069,5000,103319,4000,105702,4520,108619,6000,1
15305,90000,2,3,1,38,-1,0,0,0,0,0,85718,4200,88476,5000,90120,4776,91124,2400,65778,3000,65866,3000,0
15306,1.00E+05,2,2,1,33,0,0,0,0,-2,-2,83013,8000,89589,5000,92887,0,0,0,0,0,0,0,0
15307,60000,2,2,1,34,-1,2,2,2,2,-1,2084,0,145,0,145,0,145,0,145,1200,1195,0,1
15308,140000,2,2,2,42,0,0,0,2,0,0,117460,7000,110301,16000,107289,0,63778,3000,41334,2000,42664,2000,0
15309,50000,2,3,1,43,1,2,2,2,2,0,15214,0,14673,3200,17621,800,17839,0,17257,1000,17826,3800,0
15310,140000,2,1,1,39,1,-1,-1,-1,-1,0,0,797,797,190,190,3269,3260,32617,32617,5000,20506,2774,0
15311,230000,2,2,2,31,1,2,0,0,0,2,19451,1017,13716,5028,14718,5003,13524,3012,15529,3,12936,3898,0
15312,240000,2,3,2,37,1,-2,-1,-1,-1,-1,-3,0,-3,2489,2486,2500,2500,580,580,490,490,177,0
15313,180000,2,1,1,46,0,0,-2,-2,-2,-2,184650,0,0,0,0,0,0,0,0,0,0,0,0
15314,80000,2,3,1,39,0,0,0,0,0,0,18787,1400,19869,1352,20897,1366,21911,1000,22545,1000,23181,1000,0
15315,150000,2,1,1,37,0,0,0,0,0,0,61137,2230,62350,2306,63653,2356,64955,2372,66249,2456,67637,2631,0
15316,3.00E+05,2,1,2,35,1,-2,-2,-2,-1,-1,0,0,0,0,0,0,0,150000,150000,0,0,267,0
15317,420000,2,1,1,45,2,0,0,0,0,0,412289,16272,414634,17029,409078,15514,412057,15056,402926,13707,373095,14128,1
15318,60000,2,1,2,31,-1,-1,-1,-1,-2,-2,7233,1596,1596,1562,1562,0,0,0,0,0,0,0,0
15319,30000,2,3,1,48,0,0,0,0,0,0,29757,1720,29059,1450,26386,1010,9370,500,7290,0,0,0,0
15320,210000,2,1,2,37,-1,-1,-1,-1,0,0,430,1570,1570,17036,17036,73158,73158,936,46823,29,1427,630,0
15321,170000,2,2,2,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,330,330,1290,1
15322,270000,2,2,1,44,0,0,-1,0,0,0,24775,10203,18018,15908,15896,20000,32396,29000,50411,22000,60957,1821,0
15323,120000,2,1,2,39,-1,-1,-2,-2,-2,-2,28724,0,-72,0,-72,0,-72,0,-72,0,-72,0,0
15324,150000,2,3,2,42,0,0,0,0,-1,-1,30643,1237,31209,1354,25977,5153,30776,924,920,0,0,0,0
15325,150000,2,1,2,37,-1,-1,-1,-1,-1,-1,7591,5538,5538,18987,18987,0,0,1399,1399,150,150,203,1
15326,240000,2,2,1,35,-2,-2,-2,-2,-2,-2,5391,7375,7375,4908,4908,5638,5638,2587,2582,4127,4127,4942,0
15327,130000,2,3,3,43,-1,0,-1,-1,0,-1,15923,70000,82292,792,396,1552,1552,0,776,776,776,3676,0
15328,150000,2,3,1,38,0,0,0,0,0,0,105911,5530,109006,4100,108761,3150,79044,2211,79350,2270,80594,2288,0
15329,20000,2,1,1,37,0,0,0,0,0,0,19921,1594,18100,1640,19146,1592,20098,685,20191,662,18216,827,0
15330,390000,2,1,2,33,-2,-2,-2,-2,-2,-2,2703,1017,1017,0,0,0,0,1560,1560,4386,4386,12000,0
15331,270000,2,2,1,39,0,0,0,0,0,0,161039,6000,164354,6079,167788,6213,339599,12840,174797,8500,180313,8205,0
15332,180000,2,1,1,45,-1,2,-1,-1,-1,-1,1560,0,316,316,316,316,316,316,316,316,316,316,1
15333,2.00E+05,2,1,2,30,0,0,0,0,0,0,78866,20000,74961,2513,69702,1656,63210,5000,57098,20000,46455,15000,0
15334,180000,2,2,2,37,-1,-1,-2,-2,-2,-2,491,0,0,0,0,0,0,0,0,0,0,3738,0
15335,330000,2,1,2,39,0,0,0,0,0,0,118467,4000,110930,4600,100498,4000,95072,4190,94164,6680,94043,3500,0
15336,140000,2,1,2,40,0,0,-1,0,0,-2,51270,4500,54000,4117,4117,3000,6817,0,0,0,0,0,0
15337,220000,2,2,1,34,-1,-1,-1,-1,-1,-1,387,1086,1083,2099,1969,390,389,390,389,390,389,391,0
15338,4.00E+05,2,1,1,40,-1,-1,-1,-1,-1,-1,6376,5949,4925,4403,4382,1250,1240,168459,167621,3301,3284,11168,0
15339,150000,2,2,1,36,0,0,0,0,0,0,339351,7000,133681,3500,100683,3000,147127,5242,79942,3009,71976,4000,0
15340,2.00E+05,2,2,1,36,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,1
15341,30000,2,2,1,43,-1,-1,0,0,0,0,661,25166,25166,1437,26195,1451,27209,1166,27924,2900,30204,600,0
15342,170000,2,2,2,30,0,0,0,0,0,0,106667,3458,103955,3426,85601,2711,82963,1779,58547,1940,57080,2000,0
15343,180000,2,2,1,30,1,2,-1,0,0,0,18435,0,1563,3842,3842,5000,7146,5000,10480,10000,13886,5000,0
15344,3.00E+05,2,2,1,31,0,0,0,-1,-1,-1,5361,1060,2700,1182,3822,1108,1103,1630,1622,0,-1,0,0
15345,1.00E+05,2,2,2,32,0,0,0,2,0,0,76112,4500,77494,25445,96445,0,92742,3500,92644,6790,95497,0,0
15346,5.00E+05,2,1,1,38,-1,0,-1,0,0,0,5410,2700,2760,36861,36861,10000,23200,20055,34255,1000,18554,5622,0
15347,80000,2,3,1,40,0,0,0,0,0,0,34965,1578,35660,2000,37082,2000,38464,1397,38922,2500,40791,3000,0
15348,60000,2,2,2,40,0,0,0,0,0,0,61756,2200,60800,2100,55390,8000,50221,800,22032,1000,20710,1000,0
15349,50000,2,2,1,37,0,0,0,0,0,-1,24380,1366,23325,1400,21940,1200,20718,5000,24048,5017,5017,71,0
15350,5.00E+05,2,3,1,48,-1,-1,0,0,0,-1,485,6342,6342,1228,6390,1000,5477,1060,1060,23726,23726,1084,0
15351,50000,2,3,3,37,2,2,2,2,2,2,47676,2300,48896,1500,49325,0,48033,3400,27019,0,26450,1200,1
15352,160000,2,3,1,44,0,-1,-1,2,2,2,6061,2000,1594,3037,2904,0,2313,1000,2753,0,2191,5000,0
15353,180000,2,2,1,46,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
15354,520000,2,1,1,46,1,2,2,0,0,2,133890,5022,106928,0,37238,20000,36293,40000,55826,0,34989,5000,0
15355,160000,2,1,1,33,-1,-1,-1,-1,-1,-1,5459,20415,20415,2141,2141,2144,2144,5816,5816,2144,2144,1456,0
15356,380000,2,1,1,35,-1,-1,-1,-1,-1,-1,472,14985,14985,10472,10472,39993,39993,25356,25356,39772,39772,54002,0
15357,440000,2,2,1,33,0,0,0,2,0,0,411970,15003,420142,30000,443407,0,431200,9000,440000,788,-6948,0,0
15358,280000,2,1,2,33,2,0,0,0,0,0,3192,2000,4962,3000,7860,3000,10708,3000,13516,3000,16279,3000,0
15359,130000,2,2,1,35,0,0,0,0,0,0,63281,10000,56889,5000,60955,2142,62038,5000,62393,4000,65439,9500,0
15360,250000,2,2,1,31,1,-2,-2,-1,-1,-1,0,0,0,0,0,1000,1000,0,0,1013,1013,0,0
15361,360000,2,2,1,39,1,-1,-1,-1,-1,-1,0,791,791,173,173,1640,1640,287,287,2426,2418,507,0
15362,470000,2,2,2,36,-1,-1,-1,-1,0,-1,9,1960,89,0,0,157,157,0,157,205430,205430,130,0
15363,330000,2,2,1,29,0,0,0,0,0,0,132702,6972,135972,4989,137289,6844,141844,5470,143470,5596,146596,5577,0
15364,240000,2,2,1,42,-1,-1,-1,-1,-1,-1,1986,1323,1323,329,329,9228,9228,7776,7776,7500,7500,635,0
15365,360000,2,1,1,48,-1,-1,-2,-1,-1,-1,485,0,-15,0,-15,12603,12588,1250,1243,0,-6,420,0
15366,80000,2,3,2,40,2,2,0,0,0,0,81428,4,78041,3716,75945,2000,61740,1000,29089,1000,28267,2000,1
15367,280000,2,1,2,29,0,0,0,0,0,0,15801,1200,9982,1200,9909,1200,10420,1000,10142,350,10329,300,0
15368,60000,2,1,1,38,1,-1,3,2,-1,-1,0,780,780,0,780,0,390,390,390,390,390,87,0
15369,220000,2,1,1,44,2,2,0,0,0,2,34510,0,33661,2100,34913,2000,36334,3000,38729,1100,39062,1700,1
15370,140000,2,2,1,45,0,0,0,0,2,2,53951,3000,55444,3000,57549,5000,60971,2000,61374,3000,63243,2500,0
15371,230000,2,1,2,29,0,0,-1,-1,0,0,23586,5576,6633,2525,2525,146959,146959,4452,150080,4586,153186,5497,0
15372,360000,2,1,1,30,1,-1,-1,-1,-1,-1,-6,1197,1191,23931,23812,3171,3155,0,-140,28134,27994,8402,0
15373,390000,2,1,2,30,0,0,0,0,0,0,152535,5153,153477,10000,148629,10000,141571,5010,126583,50000,154557,5000,0
15374,280000,2,2,1,32,0,0,0,0,0,0,11561,1300,12662,1300,13752,1300,14815,600,15168,600,15523,600,0
15375,310000,2,3,2,32,0,0,0,0,0,0,41623,3021,42465,7000,32003,5040,33885,1000,29125,7000,17227,6000,0
15376,5.00E+05,2,2,1,33,0,0,0,0,0,0,264479,15000,275025,14500,285034,10370,290002,11000,295756,11000,302149,13000,0
15377,230000,2,2,2,39,0,0,0,0,0,0,72288,2429,69680,2579,66081,2100,64495,2000,60511,2000,57450,2100,0
15378,30000,2,3,1,41,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
15379,120000,2,5,1,41,-2,-2,-2,-2,-2,-2,0,77,77,1460,-1460,0,-1460,0,-1460,0,-1460,0,0
15380,2.00E+05,2,2,2,43,-2,-2,-2,-2,-2,-2,10000,10000,10000,10000,10000,10301,10301,10000,10000,10000,10000,10000,0
15381,390000,2,1,2,30,0,0,0,0,0,0,60819,5000,61300,2506,59328,3000,57852,2500,55903,2000,53516,2000,0
15382,2.00E+05,2,1,2,30,0,0,0,0,0,0,59891,3000,60537,2800,61592,3000,59786,2100,58172,2070,59175,1800,0
15383,6.00E+05,2,2,1,38,1,2,0,0,0,0,485861,33,462675,15287,464983,14069,416550,15013,416545,15003,420232,15000,0
15384,20000,2,3,1,45,2,2,3,2,2,0,21646,3400,24390,0,23719,900,23936,0,23253,3000,25871,2000,1
15385,140000,2,2,1,48,0,0,0,0,0,0,41241,1996,42548,3000,44552,3000,46503,3000,48418,1790,49277,1965,0
15386,90000,2,2,1,34,-1,2,-1,-1,-2,-2,336,0,168,432,432,0,0,0,0,0,0,0,1
15387,20000,2,3,1,44,0,0,0,0,0,0,5636,1200,6737,1208,7832,1000,8624,176,8800,500,9300,0,0
15388,30000,2,6,1,45,0,0,0,0,0,0,26958,4000,26716,5022,26679,1232,22972,820,20152,286,11688,237,0
15389,250000,2,1,2,35,0,0,0,0,0,0,154878,5200,152677,5200,134445,10000,136219,4014,117625,4057,107642,4000,0
15390,350000,2,2,2,33,0,0,0,0,0,0,187649,5100,141353,5400,142923,6100,145149,6000,132948,3200,85677,3100,0
15391,150000,2,2,1,49,-1,-1,0,-1,-1,-1,4016,5119,5115,1002,3425,1336,1334,2119,2117,1098,1098,757,0
15392,3.00E+05,2,2,2,42,0,0,0,0,0,0,113308,5400,109901,5800,108659,6000,110781,7000,107833,5000,104466,5000,0
15393,50000,2,3,1,53,0,0,0,0,0,0,46778,1770,47770,2009,49009,2593,50593,1000,20218,752,20645,1017,1
15394,390000,2,3,1,58,-2,-2,-2,-2,-2,-2,1186,15657,15523,0,0,609,609,0,0,0,0,0,0
15395,120000,2,3,2,53,-1,2,-1,-1,0,-1,1743,0,316,316,316,632,632,0,316,316,316,816,0
15396,140000,2,3,2,53,0,0,0,0,0,0,142270,5357,144418,5829,143728,6240,125158,3500,93998,3500,91229,4000,0
15397,80000,2,3,1,51,0,0,0,0,0,0,80904,2500,64144,2200,54029,1817,51497,1200,28250,1200,28073,1100,0
15398,50000,2,3,1,55,0,0,0,0,0,0,23593,1831,24787,1189,9145,3467,12423,30000,41956,4000,45112,0,0
15399,140000,2,2,2,49,-2,-2,-2,-2,-2,-2,1282,367,367,0,0,3794,3794,0,0,865,865,825,1
15400,330000,2,2,1,50,-2,-2,-2,-2,-2,-2,5600,0,0,98,98,0,0,0,0,318,318,452,0
15401,280000,2,2,1,49,2,2,2,0,0,0,28788,3315,31315,0,30529,3562,33562,1557,34557,1600,35600,3175,0
15402,470000,2,2,1,49,0,-1,-1,-1,-1,-1,3388,1359,1359,7650,7650,6682,6682,1942,1942,0,0,5870,1
15403,1.00E+05,2,5,1,54,0,0,0,0,0,0,95980,4057,99056,3232,100415,3275,102666,2290,63913,2365,65246,2382,0
15404,160000,2,3,1,53,0,0,0,0,0,0,123760,6018,124218,5810,124438,4591,112113,3524,96459,3542,93449,3426,0
15405,320000,2,3,1,51,-1,-1,-1,-1,-1,0,8391,2869,2855,1026,1021,957,953,868,868,4,872,954,0
15406,130000,2,3,1,49,0,0,-2,-2,-2,-2,132571,0,-829,0,-829,0,-829,0,-829,0,-829,0,0
15407,50000,2,3,1,53,2,2,2,2,0,0,41174,2000,42196,2100,43327,0,42335,2000,43326,3800,46256,5783,0
15408,540000,2,2,1,50,0,0,0,0,0,0,66637,3100,66665,3070,66513,3100,67149,2320,66880,2796,67667,3500,0
15409,50000,2,5,2,48,0,0,0,0,0,0,47937,2000,33816,2000,60320,3293,36249,0,780,0,0,0,0
15410,140000,2,2,1,48,0,0,0,0,0,0,248822,10000,246595,10200,249664,9000,253418,9000,258909,10000,255232,10000,0
15411,50000,2,2,1,53,0,0,0,0,0,0,28509,1500,29230,1600,30356,1498,31342,2627,32644,1400,32719,1200,0
15412,360000,2,2,1,69,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
15413,420000,2,1,1,45,1,-1,-1,-1,-1,0,0,23621,23621,29052,29042,35000,35000,292962,292962,0,247622,606,0
15414,360000,2,1,1,51,-2,-2,-2,-2,-2,-2,1495,1120,1117,7065,7062,0,-3,1181,1178,0,-2,1758,0
15415,110000,2,3,1,63,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,780,780,0,0,390,1
15416,170000,2,1,1,52,-2,-1,0,0,-1,-1,416,2939,2939,3000,5447,5,416,7509,7509,6387,6387,1666,0
15417,350000,2,1,3,53,1,-2,-2,-2,-2,-1,36138,7619,7613,5875,5875,4020,4020,33127,33127,6877,6877,0,0
15418,240000,2,2,1,56,2,0,0,0,0,0,133954,8500,138785,6500,141894,5000,143270,60000,201082,17464,215709,6516,0
15419,240000,2,2,2,51,-2,-2,-2,-2,-2,-2,489,4006,4006,696,696,696,696,696,696,696,696,1542,0
15420,80000,2,2,1,57,1,-1,-1,-2,-2,-1,0,2412,2412,0,0,0,0,0,0,1650,1650,2500,0
15421,60000,2,3,1,59,-1,-1,-1,-1,-1,-1,694,694,694,694,694,694,694,694,694,28948,28948,1044,0
15422,220000,2,2,1,53,2,0,0,0,0,0,220389,8490,223682,8100,223193,8000,215040,7804,210884,8254,210479,6640,1
15423,5.00E+05,2,1,2,54,0,0,0,0,0,0,260356,18609,253580,9800,239479,6610,200081,6000,185130,6000,168868,5000,0
15424,20000,1,2,2,24,0,0,2,0,0,0,15886,2500,16337,800,16470,1500,10195,1000,11195,800,11995,6720,0
15425,360000,1,2,1,27,3,2,2,0,0,0,245135,8000,244583,0,156843,2700,63861,3000,64437,1000,8844,1072,1
15426,3.00E+05,2,2,1,53,0,0,0,0,0,-1,5551,1110,6564,1500,7954,1000,8690,0,0,1420,1420,0,0
15427,60000,1,2,2,38,0,0,0,0,-2,-2,57775,2000,51280,1043,16299,0,-41,0,-41,0,-41,17500,1
15428,360000,1,2,1,30,3,2,2,2,2,2,2500,0,2500,0,2500,0,2500,0,2500,0,0,0,1
15429,50000,1,2,2,23,0,0,0,0,0,0,42284,1800,31512,1600,26097,1500,27148,1000,54991,2400,28480,1500,0
15430,130000,1,2,1,24,0,0,2,0,0,0,46113,5000,49520,0,47627,1925,47262,0,46226,0,390,780,0
15431,50000,1,1,1,24,0,0,0,0,0,0,47734,1763,47025,1840,48102,1751,48612,1717,49465,1773,50299,1845,0
15432,150000,1,2,2,28,0,0,0,0,0,0,134218,4465,118580,10629,95916,3500,82867,1833,58995,1886,59799,1610,0
15433,30000,1,1,2,24,0,0,0,0,0,0,28327,1464,27406,1458,28400,1443,28115,1154,28826,1008,27745,1018,0
15434,350000,1,1,2,29,0,0,0,0,0,0,27916,2001,24973,2010,22752,1082,21010,10506,4470,7034,6838,4573,0
15435,50000,1,2,2,25,0,0,-1,-1,0,0,48517,5204,37071,5196,5181,8557,8548,48011,50678,2040,48220,2121,0
15436,20000,1,2,2,23,0,0,0,2,0,0,13284,1229,13987,2200,15958,900,16168,500,16268,332,16600,2000,0
15437,20000,1,2,2,23,1,-2,-2,-2,-1,0,0,0,0,0,0,0,0,17330,17330,738,16066,1000,0
15438,180000,1,1,2,26,-2,-2,-2,-2,-2,-1,-106,0,-200,0,-200,0,-200,200,0,4709,4709,0,0
15439,50000,1,3,2,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
15440,150000,1,2,2,26,1,2,0,0,0,0,156387,0,148656,6000,150963,10000,152607,4000,103113,4000,96518,7000,1
15441,120000,1,1,2,27,0,0,0,0,0,0,117324,3500,91457,5390,94478,3200,74807,3500,76952,3000,0,77233,0
15442,20000,1,2,2,27,0,0,-1,-1,0,0,7320,2000,7761,631,631,4481,4481,2000,6481,300,3465,3332,1
15443,60000,1,2,2,24,-1,-1,-1,0,0,-1,836,836,836,6842,6842,1000,4603,117,3884,760,760,10038,0
15444,80000,1,3,2,28,1,2,2,0,0,0,38151,2000,39227,0,38318,5000,42614,1500,86966,1500,41950,7000,1
15445,50000,1,3,2,30,0,0,0,0,-2,-2,49631,3000,49641,2000,50355,0,0,0,0,0,0,0,0
15446,50000,1,1,2,25,0,0,2,2,2,0,44477,2000,45425,3134,48559,1640,49065,0,48057,1968,48942,1504,0
15447,30000,1,2,2,22,0,0,0,0,0,0,30465,1630,27943,2231,14588,16310,30158,1051,29562,1103,29818,1003,0
15448,20000,1,2,2,26,0,0,2,2,0,0,15481,3100,18004,1700,19121,0,18521,700,18615,700,19015,860,1
15449,50000,1,2,2,27,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
15450,150000,1,1,2,25,0,0,0,0,0,0,51568,3000,52952,60086,95134,2000,31578,2000,26089,5000,16624,6000,0
15451,50000,1,2,1,26,1,-2,-2,-1,-1,-1,0,0,0,0,0,2056,2056,973,973,973,973,27154,0
15452,5.00E+05,1,1,2,28,0,0,0,0,0,0,59646,43018,49412,3030,48060,10022,51132,3064,49348,3022,40652,2018,0
15453,120000,1,1,2,27,0,0,2,0,0,0,75896,3900,77931,3300,79384,3900,81367,3200,82321,3500,84336,3500,0
15454,260000,1,1,2,27,0,0,0,0,0,0,256324,10000,250666,9000,245741,10340,240132,11500,234520,8042,227149,14000,0
15455,20000,1,2,2,23,2,2,2,0,0,-2,7130,2455,9455,0,9159,1000,10000,0,0,0,0,0,1
15456,20000,1,2,2,24,1,2,0,0,0,0,20036,0,19322,2000,17619,4000,10688,2033,11346,0,0,0,0
15457,2.00E+05,1,1,2,29,-2,-2,-2,-2,-2,-2,33188,11958,10293,73912,55615,37858,37643,47675,47437,38834,38640,49403,0
15458,80000,1,3,1,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
15459,160000,1,2,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
15460,2.00E+05,1,1,2,28,-1,2,2,-2,-2,-2,2006,0,1823,27,-2,88,-2,0,-90,0,-90,0,0
15461,90000,1,2,2,29,0,0,0,0,0,0,85769,3535,87877,3703,89766,2085,63793,1026,24265,2000,25713,2000,0
15462,20000,1,3,2,41,1,2,-1,-1,-1,-1,9913,50,3261,1491,1491,2500,390,390,390,390,390,0,0
15463,120000,1,2,2,36,-1,-1,-1,-1,-1,-1,396,396,396,396,396,392,392,400,396,396,396,942,0
15464,490000,1,1,2,35,0,0,0,0,0,0,156021,8030,155635,9071,156094,18944,159376,10000,158235,8030,163963,6059,0
15465,290000,1,2,1,38,-1,-1,-1,-1,-1,0,3137,8042,7999,2980,2948,2777,-6097,17941,11037,10002,17834,10000,0
15466,160000,1,3,2,30,0,0,0,0,-2,-2,275241,8365,280903,9368,272419,0,0,0,0,0,0,0,0
15467,220000,1,1,2,30,2,0,0,0,0,0,84630,5000,87604,5000,89687,4200,90889,4000,91892,4000,93815,5000,0
15468,290000,1,2,1,38,0,0,0,0,0,0,116625,5000,118801,3530,99370,3019,84836,2818,82168,3000,80299,3199,0
15469,360000,1,1,1,37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
15470,120000,1,2,2,40,2,2,2,2,2,2,58908,1000,53306,3000,50104,0,43957,5000,43401,0,37371,31000,1
15471,360000,1,1,2,30,0,0,0,0,0,0,194001,8000,197032,10000,183154,5500,143367,5000,135751,5100,138659,7000,0
15472,80000,1,3,1,33,-1,-1,-1,-1,-1,-1,390,390,390,390,390,1936,1936,390,390,390,390,390,1
15473,420000,1,2,1,37,-1,-1,0,0,0,0,3823,150298,149793,10617,56611,25000,77406,3034,79316,3012,73995,5012,0
15474,360000,1,1,1,39,0,0,-2,-2,-2,-2,12768,0,0,0,0,0,0,0,0,0,0,0,0
15475,230000,1,2,1,45,0,0,0,0,0,0,41414,2000,42420,2500,44234,2500,45684,2000,46653,2000,47779,2000,0
15476,50000,1,3,1,46,1,2,2,2,-2,-2,51814,2400,53077,0,51400,0,0,0,0,0,0,0,1
15477,60000,1,2,1,48,0,0,0,0,0,-1,60924,2400,60089,2800,59828,2000,58217,1110,18527,40621,40334,1800,0
15478,2.00E+05,1,2,2,30,0,0,0,0,0,0,179273,6657,182624,10000,188541,8000,179380,2000,41060,2000,41258,2000,0
15479,480000,1,2,1,30,-1,-1,-1,-1,-1,-1,1309,668,662,645,645,32641,32636,27552,27552,1428,1428,11822,0
15480,360000,1,3,1,32,-2,-2,-2,-2,-2,-2,33597,0,-1,0,-1,0,-1,0,-1,0,-1,0,0
15481,1.00E+05,1,1,1,33,2,2,0,0,0,0,94257,0,78728,3100,65747,3000,67046,4000,69938,6000,74800,0,1
15482,150000,1,1,1,37,-2,-2,-2,-2,-2,-2,22109,10943,10876,10273,10268,5978,5872,3068,3068,2181,2181,3242,1
15483,20000,1,3,1,39,0,0,-1,0,0,0,19831,1300,1391,20398,19037,1300,19939,694,15110,0,0,0,0
15484,5.00E+05,1,1,1,45,-1,-1,-2,-2,-2,-2,2900,0,0,0,0,0,0,0,0,0,0,0,0
15485,180000,1,1,1,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
15486,230000,1,2,1,29,0,0,0,0,0,0,50845,1768,48170,1769,46987,1635,45669,1660,44510,1544,43084,1445,0
15487,180000,1,2,2,43,-1,-1,-2,-2,-2,-2,5904,5739,5715,2385,2378,10427,10396,2534,2527,2179,2173,13903,0
15488,60000,1,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,251,1
15489,2.00E+05,1,1,1,42,1,-1,-1,-1,-1,-1,0,581,581,581,581,581,581,581,581,581,581,581,1
15490,30000,1,3,1,28,-1,0,0,0,2,0,38390,4200,20830,36444,56262,4360,59113,4,58016,2204,30900,0,0
15491,20000,1,1,1,31,0,0,0,2,-1,-1,4596,1161,5675,2717,8231,0,2717,4733,4733,1099,1099,0,1
15492,110000,1,1,1,41,0,0,0,0,0,0,80959,3486,80733,2958,80984,2803,80706,2940,80580,2821,77993,2806,0
15493,80000,1,3,1,41,0,0,0,0,0,0,90894,4000,93167,3200,81146,2606,80674,2431,63110,1779,40376,1000,1
15494,160000,1,2,1,35,0,0,0,-2,-2,-2,160303,8000,164150,0,0,0,0,0,0,0,0,0,0
15495,20000,1,2,2,35,0,0,0,0,0,0,19600,1312,19694,1363,19945,1249,20051,1000,19472,2000,19830,1000,1
15496,30000,1,3,2,30,1,2,2,2,2,2,4318,1000,5096,1500,6353,1000,7092,1000,7972,0,7702,1000,0
