,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,bsmt_height,exterior_quality,exterior_condition,bsmt_condition,bsmt_exposure,bsmt_finished1,bsmt_finished2,BsmtFinishedShare,heating_quality,kitchen_quality,home_funct,fireplace_quality,fireplace_ttlscore,gar_qual,gar_cond,gar_perception,driveway,fence,full_baths,half_baths,average_quality,room_size,age,garage_perception,LogSalePrice
589,590,20,RL,69,11302,Pave,,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2006,Gable,VinylSd,Other,BrkFace,238,PConc,1422,0,392,1814,Y,SBrkr,1826,0,0,1826,2,0,3,1,7,2005,758,180,75,0,0,120,0,,0,8,2006,New,Partial,319000,3,2,2,3,3,4,1,0.783902977,4,2,7,2,2,3,2,6,3,0,3,0,-0.25787196,260.8571429,1,3.666666667,12.67294638
590,591,70,RM,60,3600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1993,Gable,VinylSd,VinylSd,None,0,CBlock,0,0,684,684,N,FuseA,684,684,0,1368,1,0,3,1,7,1930,216,0,158,0,0,0,0,,0,10,2006,WD,Normal,114504,2,1,2,3,0,1,1,0,4,1,7,0,0,3,1.5,4.5,0,0,1,0,1.050508257,195.4285714,96,1.5,11.64836504
591,592,120,RL,53,3922,Pave,,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,Gable,VinylSd,VinylSd,BrkFace,72,PConc,0,0,1258,1258,Y,SBrkr,1402,0,0,1402,0,2,2,1,7,2006,648,120,16,0,0,0,0,,0,2,2007,New,Partial,194201,4,2,2,3,2,1,1,0,4,2,7,3,3,3,2,6,3,0,0,4,0.154395207,200.2857143,1,3.666666667,12.17664898
592,593,20,RL,80,12984,Pave,,Reg,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1977,Gable,Plywood,Plywood,BrkFace,459,CBlock,1283,147,0,1430,Y,SBrkr,1647,0,0,1647,2,0,3,1,7,1977,621,0,0,0,0,0,0,,0,3,2006,WD,Normal,217500,3,1,2,3,1,3,1,1,4,2,7,2,2,3,2,6,3,0,3,0,-0.419468131,235.2857143,29,3,12.28995413
593,594,160,RM,24,1950,Pave,,Reg,Lvl,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,Gable,MetalSd,MetalSd,None,0,CBlock,81,612,23,716,Y,SBrkr,716,840,0,1556,2,1,3,1,6,1980,452,161,0,0,0,0,0,,0,7,2008,COD,Normal,151000,3,1,3,3,0,1,4,0.967877095,2,1,7,2,2,3,2,6,3,1.5,3,1,1.242751838,259.3333333,28,3,11.92503512
594,595,60,RL,74,10927,Pave,,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,Gable,VinylSd,VinylSd,BrkFace,280,PConc,546,0,512,1058,Y,SBrkr,1058,846,0,1904,2,1,3,1,8,2003,736,179,60,0,0,0,0,,0,6,2006,WD,Normal,275000,3,2,2,3,2,4,1,0.516068053,4,3,7,3,3,3,2,6,3,0,3,1,-0.372584323,238,1,3.166666667,12.52452638
595,596,50,RM,50,9000,Pave,,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1950,Gable,Wd Sdng,Wd Sdng,None,0,PConc,0,0,780,780,Y,SBrkr,780,595,0,1375,1,1,3,1,6,1979,544,0,162,0,0,126,0,,0,12,2007,WD,Normal,141000,2,1,3,3,0,1,1,0,2,2,7,3,3,3,2,6,2,0,1,1,0.940496465,229.1666667,70,1.5,11.85651517
596,597,60,RL,80,10041,Pave,,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1992,Gable,HdBoard,HdBoard,None,0,PConc,789,0,119,908,Y,SBrkr,927,988,0,1915,2,1,3,1,8,1992,506,120,150,0,0,0,0,,0,2,2006,WD,Abnorml,220000,3,2,2,3,1,4,1,0.868942731,4,2,7,2,2,3,2,6,3,0,3,1,0.795136692,239.375,14,3,12.30138283
597,598,160,FV,30,3182,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,Gable,MetalSd,MetalSd,None,0,PConc,0,0,600,600,Y,SBrkr,600,600,0,1200,2,1,2,1,4,2004,480,0,172,0,0,0,0,,0,6,2010,WD,Normal,151000,3,2,2,3,0,1,1,0,4,2,7,0,0,3,2,6,3,0,2,1,0.795136692,300,6,2.5,11.92503512
598,599,20,RL,88,12803,Pave,,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,Gable,VinylSd,VinylSd,BrkFace,99,PConc,922,0,572,1494,Y,SBrkr,1494,0,0,1494,2,0,3,1,6,2002,530,192,36,0,0,0,0,,0,9,2008,WD,Normal,221000,3,2,2,3,1,4,1,0.617135207,4,2,7,2,2,3,2,6,3,0,3,0,-0.529479924,249,6,2.666666667,12.30591798
599,600,60,RL,85,13600,Pave,,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1990,Gable,HdBoard,HdBoard,BrkFace,176,CBlock,454,0,314,768,Y,SBrkr,1186,800,0,1986,2,1,3,1,7,1965,486,0,42,0,0,189,0,,0,10,2009,WD,Normal,205000,2,1,2,3,0,2,1,0.591145833,2,1,7,1,3,3,2,6,3,0,2,1,-0.054088662,283.7142857,44,2.333333333,12.23076526
600,601,20,RL,82,12464,Pave,,IR2,Low,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,Gable,VinylSd,VinylSd,None,0,PConc,732,0,308,1040,Y,SBrkr,1040,0,0,1040,1,0,3,1,6,2000,576,168,0,0,0,0,0,,0,11,2009,WD,Normal,152000,3,1,3,3,0,4,1,0.703846154,3,2,7,0,0,3,2,6,3,1.5,2,0,0.201279015,173.3333333,13,2.166666667,11.9316358
601,602,20,RL,78,7800,Pave,,Reg,Bnk,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,2002,Gable,MetalSd,MetalSd,None,0,CBlock,603,0,293,896,Y,SBrkr,1112,896,0,2008,3,0,3,1,8,1948,230,103,0,0,0,0,0,,0,8,2006,WD,Normal,225000,2,1,3,4,0,4,1,0.672991071,4,3,7,0,0,3,2,6,3,0,4,0,-0.128748586,251,58,1.666666667,12.32385568
602,603,70,RL,78,12168,Pave,,Reg,HLS,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1998,Gable,BrkFace,Wd Sdng,None,0,PConc,428,0,537,965,Y,SBrkr,1940,1254,0,3194,2,1,4,1,10,1934,380,0,0,0,0,0,0,,0,9,2007,WD,Alloca,359100,3,1,2,3,1,2,1,0.443523316,2,1,7,3,6,3,2,6,3,0,2,1,-0.757075372,319.4,73,2.333333333,12.79135618
603,604,20,RL,61,7943,Pave,,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,Gable,VinylSd,VinylSd,BrkCmn,192,CBlock,903,0,126,1029,Y,SBrkr,1029,0,0,1029,1,0,3,1,5,1961,261,64,0,39,0,0,0,,0,4,2007,WD,Normal,118500,2,1,1,3,1,2,1,0.87755102,3,1,7,0,0,3,2,6,3,0,2,0,1.643483175,205.8,46,1.666666667,11.68266824
604,605,60,RL,69.79,11050,Pave,,Reg,Lvl,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,Hip,VinylSd,VinylSd,BrkFace,204,PConc,904,0,536,1440,Y,SBrkr,1476,677,0,2153,2,1,3,1,8,2000,736,253,142,0,0,0,0,,0,5,2009,WD,Normal,313000,4,2,2,3,1,4,1,0.627777778,4,3,7,3.5,7,3,2,6,3,0,3,1,-0.419468131,269.125,9,3.666666667,12.65395847
605,606,80,RL,69.79,10395,Pave,,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,Gable,HdBoard,HdBoard,BrkFace,233,CBlock,605,0,427,1032,Y,SBrkr,1032,0,0,1032,2,0,3,1,6,1978,564,0,0,0,0,0,0,,500,7,2007,WD,Normal,148000,3,1,2,3,2,3,1,0.58624031,2,1,7,2,2,3,2,6,3,0.5,2,1,1.242751838,172,29,2.333333333,11.90496755
606,607,60,RL,69.79,11885,Pave,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,Gable,VinylSd,VinylSd,BrkFace,108,PConc,990,0,309,1299,Y,SBrkr,1299,573,0,1872,2,1,3,1,7,2001,531,160,122,0,0,0,0,,0,11,2009,WD,Normal,261500,3,2,2,3,2,4,1,0.762124711,4,3,7,2,2,3,2,6,3,0,3,1,-0.147860167,267.4285714,8,2.833333333,12.47418956
607,608,20,RL,70,8402,Pave,,Reg,Lvl,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,Gable,VinylSd,VinylSd,None,0,PConc,206,0,914,1120,Y,SBrkr,1120,0,0,1120,1,0,3,1,6,,0,0,30,0,0,0,0,,0,12,2007,New,Partial,147000,3,1,2,3,0,3,1,0.183928571,4,1,7,0,0,3,2,6,3,0,1,0,-0.293219939,186.6666667,0,0,11.89818787
608,609,180,RM,21,1491,Pave,,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,Gable,CemntBd,CmentBd,None,0,CBlock,150,480,0,630,Y,SBrkr,630,0,0,630,1,0,1,1,3,,0,96,24,0,0,0,0,,0,5,2010,WD,Normal,75500,3,1,2,3,2,1,4,1,4,1,7,0,0,3,2,6,3,0,2,0,0.044383414,210,38,0,11.23188794
609,610,85,RL,80,8800,Pave,,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,Gable,MetalSd,MetalSd,BrkFace,156,PConc,763,0,173,936,Y,SBrkr,1054,0,0,1054,1,0,3,1,6,1963,480,120,0,0,0,0,0,,0,5,2010,WD,Abnorml,137500,2,1,3,3,3,4,1,0.81517094,4,2,7,0,0,3,2,6,3,0.5,2,0,0.64977692,175.6666667,47,2.666666667,11.8313792
610,611,60,RL,69.79,7861,Pave,,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2003,Gable,VinylSd,VinylSd,None,0,PConc,457,0,326,783,Y,SBrkr,807,702,0,1509,2,1,3,1,7,2002,393,100,75,0,0,0,0,,0,6,2006,WD,Normal,183200,3,2,2,3,0,4,1,0.583652618,4,2,7,3,3,3,2,6,3,0,3,1,-0.164100454,215.5714286,4,3,12.11833373
611,612,45,RL,59,7227,Pave,,Reg,HLS,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,Gable,MetalSd,MetalSd,None,0,CBlock,0,0,832,832,Y,SBrkr,832,0,0,832,1,0,2,1,4,1962,528,0,0,0,0,0,0,,0,6,2008,WD,Normal,105500,2,1,2,3,0,1,1,0,3,2,7,0,0,3,2,6,3,0,1,0,1.691249743,208,54,2.166666667,11.56646623
612,613,20,RL,90,11694,Pave,,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,Hip,CemntBd,CmentBd,BrkFace,452,PConc,48,0,1774,1822,Y,SBrkr,1828,0,0,1828,2,0,3,1,9,2007,774,0,108,0,0,260,0,,0,7,2007,New,Partial,314813,4,3,2,3,2,4,1,0.026344676,4,2,7,3,3,3,2,6,3,0,2,0,0.940496465,203.1111111,0,3,12.65973409
613,614,60,RL,85,12244,Pave,,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2003,Hip,VinylSd,VinylSd,Stone,226,PConc,871,0,611,1482,Y,SBrkr,1482,780,0,2262,2,1,4,1,10,2003,749,168,0,0,0,0,0,,0,8,2008,WD,Normal,305000,3,2,2,3,3,4,1,0.587719298,4,2,7,3,6,3,2,6,3,0,3,1,-1.110919013,226.2,5,3.666666667,12.62806706
614,615,30,RL,45,8248,Pave,Grvl,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1950,Gable,Stucco,Stucco,None,0,BrkTil,41,0,823,864,N,FuseF,864,0,0,864,1,0,2,1,5,,0,0,0,100,0,0,0,,0,9,2008,WD,Normal,67000,2,1,2,3,0,2,1,0.047453704,2,1,7,0,0,3,2,6,0,0,2,0,-0.674839696,172.8,94,0,11.1124479
615,616,60,RL,90,10800,Pave,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1997,Gable,HdBoard,HdBoard,None,0,CBlock,956,182,384,1522,Y,SBrkr,1548,1066,0,2614,2,1,4,1,9,1974,624,38,243,0,0,0,0,,0,6,2008,WD,Normal,240000,2,1,2,3,0,3,2,0.747700394,2,1,7,2,2,3,2,6,3,0,2,1,-0.820199468,290.4444444,34,2.666666667,12.3883942
616,617,20,RL,71,7064,Pave,,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,Gable,Plywood,Plywood,BrkFace,153,CBlock,560,0,420,980,Y,SBrkr,980,0,0,980,1,0,3,1,6,1986,484,192,0,0,0,0,0,,0,7,2009,WD,Normal,135000,2,1,2,3,0,2,1,0.571428571,2,1,7,0,0,3,2,6,3,0,1,0,0.64977692,163.3333333,32,2.166666667,11.81303006
617,618,160,FV,69.79,2117,Pave,,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,Gable,MetalSd,MetalSd,BrkFace,513,PConc,420,0,336,756,Y,SBrkr,756,756,0,1512,2,1,2,1,4,2000,440,0,32,0,0,0,0,,0,6,2007,WD,Normal,168500,3,2,2,3,0,4,1,0.555555556,4,2,7,2,2,3,2,6,3,0,2,1,-0.466355828,378,7,2.166666667,12.03469103
618,619,60,RL,80,10400,Pave,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,Gable,VinylSd,VinylSd,None,288,CBlock,247,0,485,732,Y,SBrkr,1012,778,0,1790,1,2,4,1,8,1972,484,148,0,0,0,147,0,,0,11,2006,WD,Normal,165150,2,1,2,3,0,2,1,0.337431694,3,1,5,2,2,3,2,6,3,0,2,2,-0.674839696,223.75,34,2.666666667,12.01460943
619,620,20,RL,87,10000,Pave,,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,261,CBlock,0,0,1116,1116,Y,SBrkr,1116,0,0,1116,1,1,3,1,5,1962,440,0,0,0,0,385,0,,0,2,2010,WD,Normal,160000,2,1,2,3,0,1,1,0,2,1,7,0,0,3,2,6,3,0,1,1,-0.820199468,223.2,48,2.333333333,11.98292909
620,621,20,RL,69.79,12342,Pave,,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1978,Hip,Wd Sdng,Wd Sdng,None,0,CBlock,0,0,978,978,Y,SBrkr,1422,0,0,1422,1,0,3,1,6,1960,286,0,0,36,0,0,0,,600,8,2007,WD,Normal,139900,2,1,2,3,0,1,1,0,2,1,5.5,2,2,3,2,6,3,1.5,1,0,-0.25787196,237,47,2,11.84868316
621,622,80,RL,80,9600,Pave,,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1972,Gable,AsbShng,AsbShng,BrkFace,164,CBlock,674,132,350,1156,Y,SBrkr,1520,0,0,1520,1,0,3,1,7,1955,364,0,0,189,0,0,0,,0,3,2010,WD,Normal,153000,2,1,2,3,2,2,1,0.697231834,4,1,7,3,6,3,2,6,3,0,2,0,-0.867083276,217.1428571,55,2,11.9381932
622,623,60,RL,70,11606,Pave,,IR1,HLS,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,5,5,1969,Gable,Plywood,Plywood,BrkFace,192,PConc,650,0,390,1040,Y,SBrkr,1040,1040,0,2080,1,2,5,1,9,1969,504,335,0,0,0,0,0,,0,9,2007,WD,Family,135000,3,1,2,3,2,2,1,0.625,2,0,7,2,4,3,2,6,3,0,1,3,-0.471060287,231.1111111,38,2.333333333,11.81303006
623,624,70,RM,50,9000,Pave,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1991,Gable,VinylSd,VinylSd,None,0,BrkTil,0,0,636,636,Y,FuseA,1089,661,0,1750,1,0,3,1,8,1937,240,0,0,293,0,0,0,,0,6,2006,WD,Abnorml,124000,1,1,2,2,0,1,1,0,2,3,7,0,0,2,1,2,0,0.5,1,0,0.940496465,218.75,126,1.5,11.72803684
624,625,120,RL,34,4590,Pave,,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,Gable,VinylSd,VinylSd,Stone,108,PConc,24,0,1530,1554,Y,SBrkr,1554,0,0,1554,2,0,2,1,6,2006,627,156,73,0,0,0,0,,0,8,2007,WD,Normal,209500,3,2,2,4,1,4,1,0.015444015,4,2,7,3,3,3,2,6,3,0,2,0,-0.529479924,259,1,2.666666667,12.25247902
625,626,20,RL,85,11900,Pave,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,Hip,Plywood,Plywood,BrkFace,209,CBlock,822,0,564,1386,Y,SBrkr,1411,0,0,1411,2,0,3,1,6,1977,544,192,0,0,0,0,0,,0,4,2009,WD,Family,82500,2,1,3,3,0,3,1,0.593073593,2,1,7,2,2,3,2,6,3,0,2,0,-0.820199468,235.1666667,32,3,11.32055357
626,627,20,RL,80,9250,Pave,,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,2005,Gable,Wd Sdng,Wd Sdng,None,0,CBlock,480,468,108,1056,Y,SBrkr,1056,0,0,1056,1,0,3,1,6,1954,260,390,0,0,0,0,0,,0,7,2007,WD,Normal,139400,2,1,2,3,0,2,1,0.897727273,2,1,7,0,0,3,2,6,3,0,1,1,-0.466355828,176,53,1.666666667,11.84510278
627,628,90,RL,64,6979,Pave,,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,Gable,Plywood,Plywood,None,0,CBlock,1056,0,0,1056,Y,SBrkr,1056,0,0,1056,0,0,0,2,4,1980,576,264,56,0,0,0,0,,600,6,2010,WD,Normal,144000,2,1,2,3,0,4,1,1,3,1,7,0,0,3,2,6,3,1.5,2,0,-0.910149274,264,30,2.166666667,11.87756858
628,629,190,RH,60,10896,Pave,Pave,Reg,Bnk,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1995,Hip,VinylSd,VinylSd,None,0,CBlock,256,0,1184,1440,Y,FuseA,1440,1440,515,3395,2,0,8,2,14,,0,0,110,0,0,0,0,,0,3,2007,WD,Abnorml,200000,2,0,2,2,0,1,1,0.177777778,4,0,7,0,0,3,2,6,0,0,2,0,-2.117039968,242.5,93,0,12.20607265
629,630,30,RM,51,6120,Pave,,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,2,3,1950,Gable,AsbShng,AsbShng,None,0,BrkTil,0,0,264,264,N,FuseA,800,0,0,800,1,0,1,1,4,,0,0,0,0,0,0,0,,0,1,2009,ConLw,Normal,60000,2,0,1,2,0,1,1,0,1,0,1.5,1,1,3,2,6,0,0,1,0,-0.517944095,200,73,0,11.00209984
630,631,190,RM,50,6000,Pave,,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,Gable,Wd Sdng,Wd Sdng,None,0,CBlock,0,0,811,811,Y,FuseA,811,576,0,1387,2,0,3,2,7,1954,256,0,0,0,0,0,0,,0,11,2009,WD,Normal,93000,2,1,2,3,0,1,1,0,2,2,7,0,0,3,2,6,3,0,2,0,-0.867087165,198.1428571,55,1.833333333,11.44035477
631,632,30,RL,67,8777,Pave,,Reg,Lvl,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1950,Gable,MetalSd,Wd Sdng,None,0,CBlock,0,0,796,796,Y,FuseA,796,0,0,796,1,0,2,1,4,,0,328,0,164,0,0,0,,0,5,2008,WD,Normal,85000,1,1,2,3,0,1,1,0,3,1,7,0,0,3,2,6,2,0.5,1,0,1.242751838,199,98,0,11.35040654
632,633,120,RL,53,3982,Pave,,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,Hip,VinylSd,VinylSd,None,0,PConc,1154,0,366,1520,Y,SBrkr,1567,0,0,1567,2,0,1,1,7,2006,648,312,0,0,0,0,0,,0,10,2006,New,Partial,264561,3,2,2,4,2,4,1,0.759210526,4,3,7,3,3,3,2,6,3,0,3,0,1.848145344,223.8571429,0,3.666666667,12.48582713
633,634,120,RL,62,12677,Pave,,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2004,Hip,MetalSd,MetalSd,BrkFace,472,PConc,1218,0,300,1518,Y,SBrkr,1518,0,0,1518,1,1,1,1,6,2003,588,185,140,0,0,0,0,,0,4,2008,WD,Normal,274000,4,3,2,3,3,4,1,0.802371542,4,3,7,3,3,3,2,6,3,0,1,1,0.795136692,253,5,2.666666667,12.52088339
634,635,60,FV,69.79,7050,Pave,,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,Gable,VinylSd,VinylSd,None,0,PConc,738,0,319,1057,Y,SBrkr,1057,872,0,1929,2,1,3,1,7,2001,650,0,235,0,0,0,0,,0,5,2007,WD,Normal,226000,3,2,2,3,0,4,1,0.69820246,4,2,7,2,2,3,2,6,3,0,3,1,1.03426797,275.5714286,6,3,12.32829028
635,636,80,RL,75,13860,Pave,,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7,1995,Gable,Plywood,Wd Sdng,None,0,CBlock,1410,0,542,1952,Y,SBrkr,2000,704,0,2704,2,1,4,1,9,1972,538,269,111,0,0,0,0,,0,7,2009,WD,Normal,345000,3,2,2,3,3,4,1,0.722336066,3,3,7,2,6,3,2,6,3,0.5,3,1,-0.403231732,300.4444444,37,3,12.7512997
636,637,60,RL,80,10793,Pave,,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,Mansard,WdShing,HdBoard,BrkFace,263,CBlock,493,287,0,780,Y,SBrkr,780,840,0,1620,2,1,4,1,7,1969,462,208,0,0,0,0,0,,0,4,2007,WD,Normal,152000,2,1,2,3,0,2,2,1,4,1,5.5,0,0,3,2,6,3,1.5,2,1,1.993505116,231.4285714,38,3,11.9316358
637,638,20,FV,85,9187,Pave,,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,Gable,CemntBd,CmentBd,Stone,162,PConc,1121,0,645,1766,Y,SBrkr,1766,0,0,1766,2,1,2,1,7,2009,478,195,130,0,0,0,0,,0,10,2009,New,Partial,370878,4,3,2,3,1,4,1,0.634767837,4,3,7,3,3,3,2,6,3,0,3,1,-0.674839696,252.2857143,0,3.666666667,12.82362845
638,639,20,RL,69.79,10530,Pave,,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,Hip,Plywood,Plywood,None,0,CBlock,282,35,664,981,Y,SBrkr,981,0,0,981,1,1,3,1,5,1979,576,0,312,40,0,0,0,,0,3,2007,WD,Normal,143250,2,1,2,3,0,3,1,0.323139653,2,1,7,0,0,3,2,6,3,0,2,1,-1.12245873,196.2,36,2.166666667,11.87234663
639,640,20,RL,60,7200,Pave,,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,Hip,MetalSd,MetalSd,None,0,CBlock,0,0,0,0,Y,SBrkr,1048,0,0,1048,1,0,3,1,7,1950,420,0,27,0,0,0,0,,0,7,2008,WD,Normal,98300,0,1,2,0,0,0,0,0,3,1,5.5,0,0,3,2,6,3,0,1,0,-0.25787196,149.7142857,58,2.166666667,11.49577931
640,641,20,RL,85,10452,Pave,,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,Hip,Wd Sdng,Wd Sdng,Stone,216,CBlock,500,0,594,1094,Y,SBrkr,1094,0,0,1094,1,0,3,1,5,1953,495,0,0,0,0,287,0,,0,6,2008,WD,Normal,155000,2,1,2,3,1,2,1,0.457038391,4,1,7,3,6,3,2,6,3,0,1,0,-0.674839696,218.8,55,2.666666667,11.9511804
641,642,60,RL,70,7700,Pave,,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,Gable,MetalSd,MetalSd,BrkFace,351,CBlock,0,0,756,756,Y,SBrkr,1051,788,0,1839,1,1,4,1,7,1966,442,0,124,216,0,0,0,,0,6,2010,WD,Normal,155000,2,1,2,3,0,1,1,0,2,1,7,2,2,3,2,6,3,0,1,1,-0.501703807,262.7142857,44,2.333333333,11.9511804
642,643,180,RM,21,1936,Pave,,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,Gable,CemntBd,CmentBd,None,0,CBlock,131,499,0,630,Y,SBrkr,630,0,0,630,1,0,1,1,3,,0,0,0,0,0,0,0,,0,12,2007,WD,Normal,84500,3,1,2,3,2,2,4,1,3,1,7,0,0,3,2,6,3,0.5,2,0,0.795136692,210,37,0,11.34450681
643,644,60,FV,65,8125,Pave,,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,Gable,CemntBd,CmentBd,,102.75,PConc,0,0,813,813,Y,SBrkr,822,843,0,1665,2,1,3,1,7,2007,562,0,0,0,0,0,0,,0,5,2008,WD,Normal,205950,3,2,2,3,0,1,1,0,4,2,7,0,0,3,2,6,3,0,2,1,-0.96555924,237.8571429,1,2.666666667,12.2353887
644,645,70,RL,60,9084,Pave,,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1950,Gable,MetalSd,MetalSd,None,0,CBlock,0,0,755,755,Y,SBrkr,755,755,0,1510,1,0,4,1,7,1940,296,120,0,0,0,0,0,,0,10,2009,WD,Normal,108000,2,1,2,3,1,1,1,0,2,1,7,3,3,2,1,2,2,0.5,2,0,0.795136692,215.7142857,69,1.5,11.58988651
645,646,60,RL,70,8750,Pave,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,Gable,VinylSd,VinylSd,None,0,PConc,0,0,880,880,Y,SBrkr,909,807,0,1716,2,1,2,1,7,1996,512,0,120,0,0,0,0,,0,7,2009,WD,Normal,191000,3,2,2,3,0,1,1,0,4,2,7,2,2,3,2,6,3,0,2,1,-0.25787196,245.1428571,13,2.666666667,12.16002871
